Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.254,-8.3,65.8,43,1701.27
1.292,-4.7,31,71,7172.75
1.287,-6.2,48.7,75,5858.66
1.257,23.9,90,52,4060.23
1.003,18.1,22,79,8420.63
1.266,7.9,32,64,4912.04
1.023,-5.6,92.4,32,1054.26
1.255,9.6,50.4,50,4098.52
1.084,24.1,49.3,45,2528.88
1.183,-5.3,64.3,72,5269.15
1.011,32.8,55.2,58,4543.52
1.231,-6.9,81.9,56,3955.19
1.034,20.4,42.5,41,1961.43
1.123,-0.5,32.1,39,1747.34
1.245,-5.4,64.4,49,2403.42
1.209,7.7,57.7,67,6268.84
1.002,23.3,48.8,47,2331.68
1.121,-3.9,50.2,63,4061.91
1.013,13.8,92.8,56,3945.45
1.202,10.3,83.5,59,3903.98
1.291,11.4,36,66,6493.27
1.197,37.2,55.4,53,5156.19
1.067,7.5,80.3,33,1495.14
1.107,39.6,61.5,80,11766.78
1.293,16.9,94.7,58,4486.9
1.067,32.1,76.9,75,8950.68
1.168,7.4,31.2,48,2332.01
1.12,-5.8,52,37,1728.45
1.23,-5.8,88.6,39,1914.2
1.26,18.7,52.1,55,4349.88
1.102,36.5,60.8,54,5026.55
1.198,-6.4,85.2,61,4544.58
1.165,24.5,21.6,65,6661.92
1.084,18.2,26.2,67,6445.3
1.082,22.6,41.2,79,6871.37
1.162,0.8,81.3,54,3069.9
1.046,-6.5,42.1,68,4095.1
1.243,-6.3,53.1,68,4882.06
1.021,2.3,47.5,60,3350.64
1.028,0.7,84,70,5164.1
1.103,-3.7,68.5,48,2685.38
1.035,3.2,37.4,37,1586.49
1.143,16.7,90.7,36,2017.38
1.12,37.5,20.9,53,4709.95
1.217,36.1,53.4,66,7730.6
1.286,3.6,83.7,40,2002.18
1.226,-6.7,56.8,34,1519.33
1.054,39.8,42.5,32,1444.69
1.281,13.8,93.5,73,7134.75
1.118,38.9,73.4,72,8406.74
1.142,16.9,63.3,37,2142.36
1.126,34.3,94.2,31,1524.69
1.084,12.4,92.7,53,2761.64
1.269,21.1,47.7,76,8972.28
1.1,16.8,47.9,68,5465.05
1.174,1,43.5,47,2446.93
1.072,28.2,42.7,47,2926.69
1.239,-7.3,31.5,80,8744.11
1.232,8.1,71.3,36,1491.12
1.089,33.5,44,59,4128.27
1.204,15.1,55.9,51,3536.15
1.211,-6.1,58.1,77,7110.64
1.169,0.4,73.6,55,3173.09
1.18,-4.5,86,68,5798.16
1.172,3.9,97.5,31,1016.89
1.025,-1.7,55.1,43,1860.35
1.201,25.6,88.3,61,5455.27
1.141,23,62.6,38,2079.93
1.132,-3.2,94.7,64,5104.37
1.258,12.2,80.8,51,3962.75
1.007,4.8,74.9,75,6408.41
1.075,6.9,53.4,40,1907.48
1.036,18.8,44.3,50,3624.93
1.011,34.9,84.6,58,4713.46
1.083,34.9,66.5,41,2840.43
1.297,10.7,26.3,60,5513.27
1.081,9.7,54.8,44,2072.4
1.199,15.9,31.6,36,1900.93
1.035,13.7,22.2,61,5007.78
1.181,-6.9,99.4,55,3524.73
1.295,18.9,63.4,73,7826.42
1.088,19.2,85,75,8665.19
1.254,12.5,56,61,5411.21
1.299,10.7,70.8,39,2304.06
1.177,36.9,99.2,74,10220.56
1.093,20,72.4,80,9888.24
1.202,30.8,33,51,3480.91
1.253,37.7,82.9,75,9451.84
1.051,30.5,94.3,47,2938.1
1.136,37.1,45.8,66,5620.41
1.096,28,37.9,46,2525.45
1.085,-1.5,41.2,80,6982.93
1.258,1.3,33.4,72,6994.57
1.126,-0.3,36.9,41,1823.38
1.102,6.1,75.1,51,3635.57
1.181,7.7,49.5,33,1277.92
1.066,30.6,90.9,32,1589.06
1.069,8,48.7,72,5736.75
1.156,26.4,93.5,63,6137.89
1.123,35.2,30.7,46,3756.64
1.088,-4.3,22.7,35,1278.61
1.016,-10,82.6,59,3589.05
1.156,34.4,81.4,66,7323.65
1.245,1.9,75.8,71,6288.92
1.255,-2.3,53.7,30,1275.43
1.071,4.8,36,38,1478.1
1.18,-0.7,38.4,67,4338.7
1.257,29.7,84.1,73,9327.25
1.123,21.7,95.3,57,4908.26
1.28,-1.6,96.1,33,1367.01
1.271,19.2,50,60,5535.49
1.062,0.4,72.2,76,5924.62
1.078,-0.1,44.6,74,6689.49
1.054,19.8,88.2,60,4185.5
1.059,23.2,67.4,58,4352.92
1.272,7.3,88.9,70,6901.11
1.279,28.2,79.7,76,9497.94
1.016,31.9,39.7,53,4400.96
1.178,35.8,22.5,74,9831.26
1.169,21.3,98.7,45,3249.92
1.117,1,56.4,54,3067.97
1.19,27.4,42,66,6616.88
1.284,-4.6,84.9,72,5972.61
1.051,-0.9,33.7,37,1682.53
1.036,31.6,60.6,72,7928.97
1.01,35.5,53.5,42,2557.73
1.109,-6.7,30.1,56,2639.21
1.101,5.6,74,40,1677.38
1.129,21.5,90.6,61,4543.48
1.151,36.9,94.3,59,4462.41
1.227,18.5,64.5,31,1261.15
1.118,31,21.2,39,2623.22
1.099,36.1,50.9,78,8134.04
1.248,16,64,61,6232.44
1.255,27,97.5,77,9136.94
1.07,23.1,55.5,80,7861.32
1.094,23.6,48.2,42,2541.23
1.248,15.9,93.8,64,6877.95
1.024,21.2,55.3,39,2017.78
1.098,17.7,96.5,67,6591.09
1.135,21.9,45.4,49,2822.78
1.056,15.3,79.7,32,1393
1.054,1.1,87.5,34,1067.54
1.127,24.7,91,79,10031.39
1.226,9.2,43.8,57,5106.74
1.252,-3.6,98.7,66,4632.13
1.294,32.6,79.4,72,7632.75
1.022,-0.9,32.1,59,3566.61
1.065,17,80.8,77,7212.74
1.227,26.1,86.7,53,4847.72
1.162,22.4,34.6,46,2957.26
1.098,-2,33.6,54,3015.28
1.062,-0.3,30.5,61,4519.04
1.084,-2.6,59.7,41,1688.75
1.129,-6.4,77.3,54,3452.22
1.053,4.2,50.3,53,3447.8
1.289,16.2,24.7,42,2657.95
1.032,-1.4,48.8,76,5646.59
1.296,38.5,76.2,53,4666.55
1.253,24.9,27.8,72,8322.36
1.127,19.2,64.5,69,6949.94
1.222,24.1,68.3,50,3617.53
1.201,11.8,72.1,59,5527.69
1.064,13.5,47.7,54,3706.63
1.102,34.4,94.2,54,3660.29
1.154,26.1,99.6,78,10157.55
1.191,19.4,87,43,2798.4
1.163,37.5,28.7,70,7508.3
1.142,23.1,41.4,30,1446.74
1.133,9.9,36.1,41,2148.04
1.149,-7.6,24.2,51,2469.98
1.13,9.5,91.7,62,4206.59
1.162,36.2,35.1,40,2835.14
1.266,-7.8,50.1,51,3146.63
1.19,-0.8,50,34,1586.82
1.217,30.4,82.2,33,1480.81
1.179,8.2,55.8,41,1854.64
1.193,-0.7,49.7,65,5515.64
1.174,30.8,41.2,73,8043.47
1.008,17.9,62.2,51,2590.35
1.3,17.4,29.1,39,2334.65
1.01,4.7,69.4,46,2682.48
1.119,23.8,85.9,36,1606.2
1.032,33.1,94.2,46,2670.78
1.029,27.5,70.5,56,3566.18
1.238,20.6,85.8,50,3701.73
1.128,7.5,38.1,48,3097.78
1.24,32.7,61.1,30,1690.17
1.082,18.3,42.7,48,2381.33
1.077,34.5,100,60,4753.2
1.075,2.7,50.1,72,6054.23
1.185,22.7,37.9,56,4706.95
1.244,36.8,81.8,50,3799.51
1.136,8.7,56.7,45,2414.12
1.114,37.6,30.2,48,3231.96
1.292,9.6,83.1,76,6884.56
1.035,11.9,58.6,62,4163.46
1.146,30.3,83.1,78,10282.68
1.123,3,80.1,74,5860.14
1.029,25.3,65.6,63,5785.12
1.08,4.9,77.6,47,2865.28
1.009,19.7,88.5,47,2215.04
1.263,28.8,55.9,30,1183.46
1.182,-8.7,96.5,58,3407.08
1.245,-5.6,34.6,46,2790.38
1.156,36.7,97.6,64,5428.64
1.18,30.8,38.7,55,3919.39
1.21,33.9,60.6,80,11303.18
1.272,11.9,57.6,77,8263.76
1.028,25.8,24.8,43,2312.31
1.099,39.9,35.3,52,3978.83
1.213,11.6,86.4,76,6939.28
1.288,32.3,42.1,42,2689.35
1.294,-6,20.5,60,3545.49
1.191,17.2,86,38,2043.56
1.058,6.7,96.2,58,4235.45
1.036,16.2,62.6,64,5427.6
1.284,-4.3,67.8,78,6372.48
1.13,8.4,29.1,45,2765.01
1.058,-6.2,95.8,40,1892.77
1.28,12.7,37,75,7966.91
1.031,12.1,63.9,35,1432.63
1.219,6.5,97.2,73,6007.36
1.188,37.4,55.8,78,10011.74
1.026,-5.9,27.4,32,1019.71
1.102,31.2,37.2,74,8863.45
1.045,7.7,25.7,64,4605.82
1.181,0,52.3,70,5115.78
1.143,3.6,67.1,62,5182.54
1.001,35.1,55.9,53,3808.28
1.293,31.2,47.6,69,8577.14
1.105,-9.2,33.3,53,3297.86
1.077,-2.6,75.9,72,6274.97
1.067,23.8,97.2,70,6532.19
1.048,5.9,46.4,50,2565.4
1.3,36,61.7,44,3819.37
1.089,29.3,33.2,80,7870.76
1.122,33.8,26,65,6869.49
1.261,-0.4,33.4,51,3512.17
1.193,-2.5,27.4,66,5659.96
1.111,36.6,69.3,67,7473.95
1.269,10.2,72.4,64,4835.89
1.225,10.8,99.9,49,3033.57
1.068,24.2,99.3,79,8151.04
1.193,9.9,55.3,38,1581.91
1.277,33.8,38.3,73,7762.03
1.149,38,59.2,31,1237.11
1.22,6.6,91.8,70,5537.42
1.291,0.4,74.6,78,6841.55
1.207,-6.2,69.5,32,949.79
1.031,0.7,75.7,62,3366.71
1.073,-3,32.2,68,5627.33
1.179,-8.5,50.5,60,3671.42
1.083,-7.7,35.4,80,6732.25
1.287,15.5,95.9,63,6077.1
1.122,25.4,35.6,61,4649.08
1.137,39.2,34.5,63,5118.73
1.21,-2.2,92.5,32,1137.58
1.157,24.9,95.9,53,4645.28
1.115,17.7,77,48,3547.02
1.023,13.9,99.9,53,2945.15
1.179,26.1,24,45,3516.52
1.26,1.9,77.6,72,7128.71
1.206,5.6,35,58,3823.43
1.114,9.2,50.1,79,7829.61
1.038,-0.9,43.5,60,4345.57
1.245,13.9,89.5,69,7768.43
1.283,-3.4,29.4,47,2424.08
1.116,5.9,44.7,31,1335.6
1.219,-4.3,80.5,65,5148.19
1.123,-8.2,79.9,38,1398.5
1.151,7.8,63.3,58,3999.96
1.251,20.9,85,53,4656.71
1.025,-2.4,26.8,56,3524.58
1.159,39.7,20.4,42,3403.84
1.064,3.7,28.3,51,2859.47
1.102,-8.9,85.5,41,1559.89
1.193,-8.6,59.7,66,4215.36
1.008,23.3,50.7,74,5807.77
1.178,23.5,38.7,31,1500.24
1.085,35.1,30.4,43,2248.15
1.201,-5.5,66.3,78,5803.76
1.042,8.8,71.2,33,1216.59
1.221,34.5,24,67,7344.5
1.194,29.9,25.8,75,8198.14
1.291,1.7,78.3,54,4573.86
1.273,34.5,54.8,40,2370.67
1.085,24,45.3,78,7238.11
1.008,3.2,58.7,73,5417.78
1.197,-7.8,35.6,54,3845.08
1.181,14.9,22.1,56,3788.44
1.008,25.7,47.8,70,5245.51
1.037,3.4,46.1,31,1135.69
1.175,-1.6,52.2,65,4297.81
1.274,-6.2,60.3,71,5181.79
1.272,32.1,84,37,2365.87
1.045,-7.3,92.4,33,902.98
1.115,20.5,34.2,49,3786.34
1.013,28.2,51.8,50,2649.83
1.141,29,21.9,47,2633.05
1.226,22.7,71.7,63,6835.16
1.237,22.6,47.8,46,3309.57
1.15,13.7,54.5,42,2681.05
1.029,10.8,25.3,39,1653.74
1.114,-3.1,87.5,76,7451.72
1.28,16.8,78.6,80,8335.81
1.069,-6.4,33,53,2408.1
1.096,13.4,20.5,35,1228.64
1.224,26.5,29.3,59,5002.51
1.22,12.1,59.3,57,4683.05
1.274,15.4,85,69,6158.11
1.116,32.1,77.6,73,8841.98
1.154,22.3,71.1,40,1842.04
1.14,-3.6,83.9,71,6288.28
1.278,17.1,60.9,62,4743.86
1.231,8.2,73.2,62,5223.17
1.249,0.3,86.8,68,4842.6
1.04,22.4,64.4,36,1626.6
1.238,9.3,68.4,69,5732.52
1.13,28.4,69.8,35,1659.19
1.007,19.3,94.3,80,6760.71
1.018,-4.8,56.4,52,2109.41
1.203,7.5,27.2,31,1408.79
1.112,3.5,89.7,37,1652.69
1.26,-2.5,24.5,50,2512.38
1.22,30,23.7,47,3142.36
1.007,8.9,35.6,59,4039.45
1.206,20.7,25.9,37,1919.2
1.058,34.1,61.7,62,5246.34
1.127,17.2,90.1,52,2945.98
1.187,2.9,39.5,78,6046.4
1.262,29.5,24,47,4288.81
1.137,11.8,40.2,35,1724.53
1.243,18.2,43.2,56,4179.37
1.235,35.1,89.3,56,5940.44
1.124,14.5,72.6,37,2012.35
1.15,6.7,31.9,67,5770.79
1.21,26.4,43.2,31,1230.36
1.009,-3.3,70.4,65,3874.36
1.267,35.7,24.3,79,12542.5
1.231,35.8,74.3,53,4380.47
1.075,19,89.9,69,7212.48
1.294,-2.3,89.4,34,1734.79
1.054,12.6,24.7,76,5881.59
1.274,11.2,84.7,55,3932.77
1.097,4.9,60.1,54,3501.73
1.229,-1.2,60,32,1090.5
1.137,3.2,66.3,32,1086.86
1.221,17.8,52.7,47,2911.44
1.047,24.3,77.1,69,6230.35
1.081,39,45.8,42,2750.24
1.03,0.8,79.8,50,2516.75
1.26,0.2,94.1,55,4537.07
1.089,-4.1,30.3,46,2394.89
1.208,36.9,55.6,36,1930.01
1.246,9.1,21.5,57,4290.45
1.27,36.2,55.2,74,10342.22
1.032,34.5,55,38,2030.54
1.268,-7.8,78.1,60,3616.69
1.059,4,48.4,56,3908.12
1.221,5.1,90.9,68,6891.41
1.219,3.9,51.9,47,3002.28
1.003,11.3,64.2,36,1287.5
1.066,15,40.8,52,2796.64
1.148,27.9,32.5,66,6883.4
1.126,3.4,72.6,34,1584.48
1.276,4.9,53.7,30,1306.61
1.108,19.9,69.4,39,1643.57
1.281,-1,68.7,40,2045.91
1.138,13.7,59.1,56,3937.11
1.289,2.5,44.2,44,2145.55
1.221,-0.1,35.7,71,7337.21
1.249,29.8,34.6,30,1456.75
1.031,25.4,63,67,6722.32
1.176,2.5,43.7,51,2900.24
1.043,10.8,64.7,44,2543.99
1.089,-2.3,83.7,60,3141.47
1.187,-7.3,60,76,5925.27
1.218,19.3,57.7,51,3218.11
1.012,8.2,96,46,2329.16
1.159,0.4,50.1,32,1310.98
1.17,-4.3,22.4,42,2158.1
1.024,24,90.5,50,3260.89
1.15,3.6,38,62,5029.07
1.214,35.4,67.8,40,2974.21
1.016,-0.4,95,60,3099.28
1.228,2.2,79.6,56,3908.58
1.173,32.6,86.7,62,7077.99
1.25,18.6,53.9,62,6111.7
1.065,-4.6,56.7,53,3086.28
1.25,17.5,24.8,52,4685.14
1.028,5.4,73.5,70,4610.48
1.121,26.8,79.5,64,5800.88
1.06,-6.1,62.4,72,4842.56
1.263,35.9,88.2,55,5845.76
1.211,13.9,28.8,43,3050.13
1.008,26.7,27,49,2725.34
1.003,25.2,30.3,78,7473.67
1.087,-1.1,89,52,2957.99
1.043,34,34.9,64,6701.22
1.189,1.6,25.8,34,1215.57
1.199,-0.5,83.5,64,4214.26
1.283,16,75.8,44,3067.35
1.286,39.2,32.8,40,3378.66
1.198,5.7,81.1,67,6485.32
1.002,38.2,43.6,39,1773.71
1.108,11.8,22.3,73,6864.64
1.154,31.7,22.8,74,8610.34
1.15,16.5,29.7,41,2250.49
1.181,0.3,85.5,32,1066.28
1.288,34,51.8,76,10915.36
1.266,-6.4,50.2,53,2792.7
1.033,24.1,83.5,56,4364.02
1.08,31.5,71.7,59,4770.74
1.25,31.6,90.6,34,1982.02
1.247,22.8,22,76,9772.01
1.083,2.5,33.3,72,4991.73
1.219,16.6,88.3,78,7936.81
1.202,21.5,96.8,79,8499.59
1.142,34.5,43.6,73,8769.11
1.06,-2,22.9,55,2895.14
1.267,13.2,20.9,32,1752.42
1.203,6.7,22.3,79,7401.3
1.051,11.4,72.7,79,8625.2
1.211,-0.8,40.1,78,7279.46
1.222,0.9,49.7,40,1650.69
1.266,28.5,49.7,73,8263.78
1.067,13.9,39.8,35,1215.06
1.297,15.7,34.4,38,2048.61
1.046,34.9,61.8,37,1851.99
1.18,2,25.5,53,2714.33
1.197,6.5,56.6,48,2598.75
1.126,5.4,53.6,53,3375.44
1.143,23,43.2,72,8353.88
1.267,18.1,26.6,63,6843.36
1.194,13.6,72.5,50,3880.37
1.149,23.4,68.2,42,2865.12
1.039,14.2,79.4,55,3307.91
1.002,30.8,62.6,78,6921.55
1.037,10.5,60.9,67,5139.52
1.287,34.5,39.5,68,7872.12
1.229,-4,51.8,71,5379.6
1.29,-5.3,62.9,78,6028.03
1.011,22.8,25.9,38,2050.95
1.204,9.5,76.3,43,2154.15
1.013,12.8,94.5,54,3851.99
1.235,24.8,97.6,74,8116.23
1.114,0.7,85,55,3132.58
1.029,-7.8,84.7,63,4105.12
1.17,11.9,33.2,35,1569.62
1.084,34.7,46.2,35,1866.04
1.198,12.5,80.9,80,9795.15
1.197,18.6,23,35,2050.97
1.212,0.4,26.6,63,5712.57
1.298,13.2,71.1,43,3056.86
1.116,14,54.7,78,8874.16
1.14,1.8,74.6,61,5129.04
1.241,-1.8,40.5,79,8338.91
1.174,7.5,26.5,71,6023.64
1.011,-8.1,86.4,80,6193.68
1.253,-1.7,82.6,55,3512.97
1.015,26.6,57,72,7769.7
1.051,22.5,90.4,34,1775.45
1.031,5.6,37.8,52,3494.4
1.023,17.6,49.4,42,2231.06
1.008,31.5,39.4,60,5602.66
1.017,32,26.9,52,3631.21
1.133,22.7,72.2,71,5616.92
1.076,-3.8,67.3,44,1647.91
1.038,-1.9,55.6,75,5717.86
1.198,4.6,88.8,56,3471.15
1.068,23.5,59.5,38,1883.82
1.006,2.9,56,31,920.84
1.126,13.2,74.5,77,6323.26
1.093,31.3,23,67,5582.01
1.096,34.6,42.3,61,6467.44
1.134,31.9,86.7,57,3928.35
1.201,-4.2,30.4,49,2432.21
1.185,35.5,85.5,55,4096.9
1.281,24.2,70.8,42,3282.4
1.155,20.9,84.1,74,8729.25
1.142,2.4,26.2,48,2339.37
1.064,36.4,76.4,67,5973.38
1.227,-9.1,82.3,48,2235.49
1.042,-5.9,22,56,3423.38
1.147,-2.3,78.2,79,7317.66
1.126,24.7,59,61,4811.23
1.197,21.1,21,60,6251.74
1.275,37.2,71.8,68,7899.01
1.284,7.4,39.3,69,7569.32
1.05,7.4,97.2,45,1992.09
1.079,23.5,98.2,36,1501.5
1.243,-1.3,20.2,42,2452.07
1.155,13.2,30.7,30,1049.13
1.136,-9.2,61.2,52,2371.8
1.213,19.6,70.3,72,8745.2
1.181,29.2,70.6,63,6759.05
1.291,0.2,77.7,61,4248.58
1.175,5.4,34,42,2590.58
1.14,-3.4,44,35,1368.72
1.163,20.8,63,62,5150.02
1.243,18.2,31.3,62,4843.15
1.184,31.3,84.9,33,1776.95
1.194,38.5,82.8,76,9356.28
1.291,39.2,74.6,54,4529.03
1.186,-4.6,46.6,42,1929.34
1.114,17.7,66.5,56,3816.59
1.207,29.5,20.4,33,2029.42
1.198,22.9,68,74,7383.3
1.004,34.8,24,60,4275.69
1.14,12.1,37.7,70,7464.85
1.223,11.4,47.9,71,6106.12
1.15,-8.7,71.6,71,5312.82
1.234,-9.2,39.4,38,1925.04
1.135,24.6,30.4,69,5667.38
1.295,13.6,59.7,48,2936.35
1.088,23,80.1,51,3746.98
1.028,1.9,51.2,61,4381.18
1.129,33.2,88.7,37,1925.31
1.163,35.1,95.3,79,10716.54
1.105,23.1,77.1,74,7880.83
1.073,3.9,84.6,72,5035.66
1.202,0.8,64.3,59,3767.23
1.113,21.3,66.1,65,6810.96
1.189,37,22.9,46,3584.97
1.234,18.9,62.5,40,2555.36
1.228,32,62.2,31,1246.46
1.113,18.3,64.7,70,6481.88
1.17,23.7,37.9,31,1415.26
1.135,18.4,51,32,1264.87
1.261,18.8,95.9,72,7974.51
1.264,27,88.2,69,7514.85
1.103,9.8,56.3,69,6067.68
1.028,35.2,53.5,54,4183.95
1.05,33.2,82.7,40,1854.88
1.11,26.3,51.8,73,8515.21
1.169,27.2,68.1,43,2408.69
1.197,10.7,89.7,50,3075.64
1.099,31.6,35.5,35,1899.43
1.2,36.6,79.3,54,5314.73
1.281,29.8,99.8,47,2951.51
1.196,-3.3,23,78,6376.95
1.048,29.3,22.4,72,7770.94
1.174,13.2,75.8,72,7365.75
1.163,20.4,55.5,44,2844.26
1.261,39.6,34.7,32,2057.09
1.105,8,61.4,66,4322.74
1.127,7.4,91.3,31,1213.08
1.18,3.2,61.8,64,5552.39
1.157,-3.6,95.2,43,1818.16
1.216,-1.6,65.6,70,6942.89
1.012,15.7,34.9,47,2578.09
1.169,35.5,87.1,45,3307.06
1.037,30.5,50.4,32,1485.51
1.095,-0.9,68.3,63,3567.67
1.198,18.1,51.4,67,5121.14
1.047,32.3,54,45,2367.86
1.093,17,33.9,60,4451.33
1.211,35.6,70.1,65,5934.34
1.195,35.4,45.3,65,6480.03
1.027,7.4,48.1,73,5384.5
1.173,33.7,35.5,41,2570.97
1.044,19.3,47.4,38,1858.26
1.076,14,85.7,57,3404.37
1.138,28.7,96.4,72,6960.55
1.033,29.5,55.2,72,5636.96
1.298,23.8,79.9,47,3322.91
1.05,30.5,92.8,73,6618.39
1.234,37.6,40.3,74,10777.02
1.249,33.7,30.7,72,7580.65
1.298,-6.3,39.5,53,3659.48
1.129,32.5,91.2,31,1615.79
1.262,29.1,44.5,47,3758.23
1.287,36.3,62.1,75,9775.47
1.052,27,97.2,66,4942.82
1.144,33.9,58.1,77,9722.2
1.018,-9.5,49.3,38,1363.33
1.186,38.9,93.8,61,6482.71
1.174,-0.5,28.5,33,1457.94
1.061,33.2,76.6,46,3435.34
1.239,36.5,54.5,69,8107
1.011,-9.9,82.9,74,5054.67
1.242,35.7,57.7,70,7452.09
1.008,31.5,86.5,78,8998.86
1.197,36.1,54.5,80,10175.98
1.024,-1.2,32.4,34,1195.55
1.075,28.9,51.9,57,4555.18
1.217,14.4,30.5,73,7345.19
1.084,2.9,24.5,58,3466.22
1.153,27.8,39.4,32,1396.88
1.275,13.7,53.4,72,7065.96
1.015,35,30.4,80,7831.62
1.243,25.5,75.5,68,8467.82
1.02,-3,70.7,47,2435.77
1.038,2.5,84.3,66,4753.64
1.036,3.2,39.4,60,4469.26
1.298,7.2,50.3,35,1394.69
1.054,23.3,72.7,45,2797.57
1.269,34.7,52.5,48,4620.06
1.297,19.7,50.7,43,2358.61
1.115,27.6,47.8,68,6159.89
1.189,5.8,59.7,41,2418.88
1.234,16.1,52.6,62,5407.25
1.118,15.2,63.8,77,8054.5
1.049,25.1,99,74,7256.98
1.13,15.9,58.8,36,1796.96
1.232,6.7,82,64,5524.57
1.234,2.2,73.5,57,4220.7
1.069,2.7,64.6,52,3181.48
1.052,39,79.1,51,3120.23
1.276,7.9,71,34,1459.55
1.013,30.3,25.4,34,1270.36
1.22,-6.4,79.7,75,6034.26
1.014,-5.5,92.4,75,5713.08
1.251,24.3,84.4,72,8978.64
1.272,12.9,50.4,73,9050.17
1.089,34,92.2,34,1448.91
1.022,33.1,28.1,70,6765.49
1.144,27.8,50.5,75,8971.22
1.09,30.8,20.4,71,8429.2
1.125,33.5,48.8,69,5947.55
1.199,29.2,23.3,55,4897.31
1.063,16.3,80,60,4936.37
1.107,3.2,41.8,40,2027.53
1.235,29.4,64,36,2030.73
1.193,5.9,67.3,55,4366.89
1.098,2.2,44.7,32,1100.19
1.199,-1.4,39.6,31,1272.96
1.23,21.4,64.1,59,5400.77
1.178,2.1,39.1,51,2737.59
1.072,8.7,32.6,80,6138.77
1,25.5,79.6,68,5861.71
1.241,29.7,45.6,60,6885.25
1.247,5.7,55.8,63,6235.91
1.209,32.1,93,56,5650.58
1.023,-7.1,30.2,74,4357.43
1.176,39.3,25.1,78,8651.22
1.246,10.8,54.4,34,1633.17
1.117,6.2,69.2,47,3061.31
1.059,36.2,57.2,78,9088.96
1.176,-3.4,20.7,65,3887.58
1.248,7.9,52.5,77,9021.56
1.015,7.9,58.5,51,2396.5
1.179,11.2,95.7,70,6227.71
1.193,32.4,26.1,58,6138.48
1.181,32.5,75.1,51,4008.17
1.195,19.6,51.6,69,7996.75
1.189,39.6,89.9,64,6576.69
1.039,32.2,72.8,31,1185.68
1.07,24.1,51.5,59,5050.56
1.186,0,71.2,43,1785.39
1.005,17.5,55.7,43,1754.07
1.19,0.7,77.4,30,896.26
1.2,5.1,83.2,42,2516.6
1.072,24.3,75.5,67,5615.22
1.179,-0.8,49.9,61,3503.98
1.16,-5.5,22.8,42,2135.27
1.078,16.6,31.1,34,1383.38
1.139,-10,57.1,66,5337.82
1.273,20.4,66.8,46,2978.52
1.128,35.1,27.5,62,6980.09
1.189,-0.5,57,36,1823.57
1.011,9.1,42.9,60,3726.22
1.023,35.8,25.5,62,6203.05
1.024,25.2,48.3,75,5866.98
1.233,-3.2,70.7,70,4835.43
1.105,9.1,82.1,74,7158.1
1.068,27.8,80.9,43,2657.53
1.224,23.2,60.8,46,2725
1.051,-2.2,27.6,74,4769.16
1.074,-6.9,67.7,66,4118.19
1.129,24.1,24.1,53,3411.1
1.099,20.5,54,40,2025.06
1.176,-7,72.7,62,3451.14
1.101,38.7,29.9,66,7072.05
1.118,2.6,69.7,65,5127.76
1.259,9.3,73.8,38,2146.93
1.265,-1.1,91.2,58,4394.47
1.248,31.4,37.3,80,10183.23
1.259,38.1,85.5,76,9403.05
1.171,0.7,47.5,72,7102.99
1.194,4.2,51,61,4578.59
1.167,25.3,97.2,50,4302.86
1.236,16.4,60.7,79,8250.74
1.165,-4.7,89.6,79,7429.06
1.033,36.4,75.9,62,4656.62
1.243,20.6,53.5,33,1904.26
1.228,5.1,23.5,60,5427.29
1.246,14.5,59.4,32,1188.2
1.057,15,50,30,982.75
1.081,16.3,62,70,6712.27
1.089,14.9,78.5,73,7917.88
1.152,18.1,63,43,2324.81
1.04,9.7,73.7,32,1176.08
1.116,-2.7,76,43,2050.54
1.055,23.2,82.4,66,5138.75
1.079,29.6,72,54,4655.12
1.212,32.1,90.5,30,1709.03
1.256,-8.9,44,71,6243.68
1.007,10.2,86.9,44,1887.09
1.17,38.9,70.5,59,5809.91
1.011,-6.9,69.1,31,943.3
1.026,29.3,34.9,33,1210.32
1.212,-3.7,87.5,30,1177.02
1.221,31.2,68.1,69,7918.85
1.244,23.6,34.5,39,2368.81
1.142,26.3,24,59,4784.87
1.258,38.9,58.9,37,2809.06
1.05,37,42.6,34,1339.53
1.075,5.2,43.7,77,5854.54
1.04,8.8,26.2,44,2462.54
1.239,10.4,37.9,72,6149.9
1.069,-1,97.4,72,4477.08
1.047,9.1,64.8,58,3168.93
1.187,39,62.8,34,2092.09
1.023,14.5,60.5,34,1293.26
1.013,37.6,81.5,64,6274.56
1.032,-6.4,74.1,78,6107.1
1,-8,35.3,57,3464.82
1.209,18.8,60.1,57,5572.28
1.169,26.8,76.7,35,1790.62
1.063,0.9,56.1,41,2087.59
1.07,15.2,63.4,80,6459.73
1.243,33.6,26.5,62,5150.25
1.151,28.1,21,64,6029.5
1.21,1.6,81.5,52,3907.86
1.136,6.7,82,37,1711.42
1.071,5.3,60.7,50,2432.66
1.291,26,85.2,68,8178.29
1.17,38.4,82.5,54,5164.93
1.039,4,48.6,46,2181.33
1.122,19.4,59.3,77,8567.37
1.099,39.4,57.9,77,10350.96
1.064,-2.1,21.6,53,2413.95
1.28,23,20,36,1877.36
1.264,6.6,87.1,31,1317.32
1.06,39.6,98.2,77,10076.92
1.106,-4.6,80.5,56,3665.32
1.229,12.6,25.7,47,2897.81
1.063,2.7,68.7,35,1282.28
1.177,-8.4,70.1,63,3677.01
1.21,38.2,41.5,66,7852.51
